ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
CELC,Celcuity Inc.,1,1.01,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.903846,,0,0.862179,1,0.137821,150,0,specific_days,9,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,clinical_score:-42.0;smart_money_score:+30.9;momentum_score:+19.8,tier=A;reason=high_opt+catalyst_mid;cat_days=150;strength=mid;decay_w=0.7,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 116881000.0, ""cash_total"": 454978000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 46.71192067145216, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 6}",late|near_91_180|pos,-0.004671705882352941,,0.6707,0,1,-1.3965,1.0,6,6,buying,1.1579,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,<=400bps,347.34,1.0,0,0,1.0,0,1.0,0,150,False,specific_days,0.360037,price_history,,6,0.5817,price_history,,0.0,,63.945,,-0.060149,0.060149,late,mid,none,drug_developer,morningstar,,,,0,0.8124607582709490461241246076,71.83,45.56250000000000000000000000,83.0,16.21,10.05486968449931412894375857,49.86961772736819995799201849,9.6161,-1.4449,3.0,879,8,1.0,0.4537,0,1,0.0,0.3,0.95,oncology,-0.4872,uncrowded,1.0,259,-0.004671705882352941,0.096154,-1.3038,15.56,0.256993,-0.6526,1.499766,1.5,0.0,0.0,0.0,-0.000234,0.0
RCKT,"Rocket Pharmaceuticals, Inc.",58,0.86,C,mod_opt+catalyst_far,C,mod_opt+catalyst_far,,0.288462,,0,0.567308,1,0.432692,416,0,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,momentum_score:+19.5;financial_score:-14.9;smart_money_score:+13.5,tier=C;reason=mod_opt+catalyst_far;cat_days=416;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 155174000.0, ""cash_total"": 222758000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.070450597731686, ""stage_bucket"": ""mid"", ""surv_score"": ""2.0"", ""tier1_count"": 3}",mid|far_271_540|nonpos,0.1,,0.1864,0,1,-0.076,-1.8495,3,3,buying,-0.0054,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,956.37,0.85,1,0,1.0,0,1.0,0,416,False,specific_days,0.093717,price_history,,3,1.3077,price_history,,-0.106137,,52.8436,0.6262,-0.060149,-0.045988,mid,small,sev1,drug_developer,morningstar,,,,0,0.7990352358437464820443543848,71.95,45.56250000000000000000000000,66.0,82.56,41.35497637555250723975003810,37.59237343852728468113083498,40.5854,-0.1356,2.0,365,9,1.0,0.0628,0,0,0.0,0.3,0.95,oncology,-1.6682,uncrowded,1.0,83,0.1,0.711538,0.5579,24.53,0.52972,0.0746,0.005,0.0,0.0,0.0,0.0,0.005,0.0
PGEN,"Precigen, Inc.",59,0.26,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.263986,,0,0.285256,1,0.714744,,0,no_upcoming,9,headwind,,S,momentum_headwind,financial_score:-34.8;clinical_score:+20.1;smart_money_score:+14.5,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 64371000.0, ""cash_total"": 121135000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 22.581908002050614, ""stage_bucket"": ""mid"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",mid|none|pos,0.1,,0.2127,0,1,0.7574,0.0578,1,1,buying,-0.781,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,775.44,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.237416,price_history,,1,1.6817,price_history,,-0.279793,,53.7747,0.8424,-0.060149,-0.219644,mid,small,sev1,drug_developer,morningstar,,,,0,0.7519335142469470827679782904,41.13,41.25000000000000000000000000,55.5,40.70,61.11111111111111111111111111,6.241288625904010519395134781,60.928,0.7244,2.0,1458,7,1.0,0.2948,1,0,0.0,0.4,0.95,oncology,0.6937,highly_crowded,1.0,76,0.1,0.736014,0.6311,20.53,0.438811,-0.154,0.28012,0.0578,0.0,0.0,0.21732,0.005,0.0
CGEM,"Cullinan Therapeutics, Inc.",60,0.86,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.082168,,0,0.253205,1,0.746795,,0,no_upcoming,9,tailwind,overbought_rsi,L,sponsor_confirmed|momentum_tailwind,momentum_score:+30.4;catalyst_score:-15.9;financial_score:-10.8,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 137641000.0, ""cash_total"": 332596000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.996825073924192, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|pos,0.1,,-1.6513,729,1,0.8364,0.2388,4,4,selling,0.3824,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,848.87,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.583054,price_history,,4,0.8807,price_history,,0.0,,89.2036,1.1117,-0.060149,0.060149,early,small,none,drug_developer,morningstar,,,,0,0.8225355447154471544715447154,87.57,41.25000000000000000000000000,47.5,38.64,62.98507462686567164179104478,46.31866825208085612366230677,61.8655,0.764,1.0,729,6,1.0,0.0011,0,0,0.0,0.3,0.85,oncology,0.6937,highly_crowded,1.0,24,0.1,0.917832,1.3906,43.67,0.851399,1.0425,0.2342,0.0,0.0,0.0,0.2292,0.005,0.0
TYRA,"Tyra Biosciences, Inc.",61,0.86,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.347902,,0,0.278846,1,0.721154,,0,no_upcoming,9,tailwind,overbought_rsi,L,sponsor_confirmed|momentum_tailwind|runway_short,financial_score:-41.2;clinical_score:+15.9;momentum_score:+15.8,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 71518000.0, ""cash_total"": 61951000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 10.394753768282111, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 2}",early|none|pos,0.1,,-1.6438,454,1,0.7987,0.1523,2,2,buying,-0.3932,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,678.57,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.142294,price_history,,2,0.663,price_history,,-0.039406,,70.0904,0.7452,-0.060149,0.020743,early,small,sev2,drug_developer,morningstar,,,,0,0.7857413298565840938722294654,61.96,41.25000000000000000000000000,60.5,25.00,62.08955223880597014925373134,5,60.97,0.7262,1.0,454,2,0.3333,0.0058,0,0,0.0,0.3,0.85,oncology,0.6937,highly_crowded,1.0,100,0.1,0.652098,0.391,16.38,0.295455,-0.5375,0.22286,0.0,0.0,0.0,0.21786,0.005,0.0
XENE,Xenon Pharmaceuticals Inc.,62,0.86,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.568182,,0,0.541667,1,0.458333,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,smart_money_score:+24.6;catalyst_score:-11.1;financial_score:-11.1,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 197637000.0, ""cash_total"": 462268000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.067699874011446, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",late|none|nonpos,0.09164684828711256,,0.7311,0,1,0.0282,-1.6109,8,8,buying,1.9335,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,519.29,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.243033,price_history,,8,0.596,price_history,,-0.040936,,56.5921,0.341,-0.060149,0.019213,late,mid,none,drug_developer,morningstar,,,,0,0.8874476502082093991671624033,58.66,41.25000000000000000000000000,77.0,41.72,43.82605971311961252519094311,41.25000000000000000000000000,42.7065,-0.046,3.0,668,12,1.0,0.0063,0,0,0.0,0.6,0.6,cns,0.6937,highly_crowded,1.0,163,0.09164684828711256,0.431818,-0.1717,31.61,0.662587,0.4195,0.004582,0.0,0.0,0.0,0.0,0.004582,0.0
RVMD,"Revolution Medicines, Inc.",63,1.01,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.844406,,0,0.426282,1,0.573718,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,smart_money_score:+24.0;catalyst_score:-11.8;financial_score:-8.1,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 897741000.0, ""cash_total"": 2025679000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 27.077016645112565, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",mid|none|nonpos,0.06334926923076922,,0.201,0,1,0.3824,-0.8003,8,8,buying,1.9335,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,174.63,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.084828,price_history,,8,0.9126,price_history,,-0.188017,,57.0076,0.4254,-0.060149,-0.127868,mid,large,none,drug_developer,morningstar,,,,0,0.8553846190250828206341694274,49.71,41.25000000000000000000000000,77.0,10.00,52.22222222222222222222222222,44.86194939795762841030330742,52.0916,0.3508,2.0,152,9,1.0,0.5711,1,1,0.0,0.3,0.95,oncology,0.6937,highly_crowded,1.0,242,0.06334926923076922,0.155594,-1.0127,35.39,0.715035,0.5682,0.108407,0.0,0.0,0.0,0.10524,0.003167,0.0
BDTX,"Black Diamond Therapeutics, Inc.",64,0.42,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.589161,,0,0.528846,1,0.471154,,0,no_upcoming,9,tailwind,overbought_rsi,M,momentum_tailwind|cost_haircut_<=2000bps,momentum_score:+35.8;catalyst_score:-16.4;clinical_score:-13.8,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 30864000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",early|none|nonpos,0.06932613183279743,,-1.6896,640,1,0.0293,-1.6084,1,1,buying,-0.781,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1969.35,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,1.210084,price_history,,1,0.341,price_history,,-0.289644,,83.1837,0.7908,-0.060149,-0.229495,early,micro,none,drug_developer,morningstar,,,,0,0.7487296312086975058622894905,93.46,41.25000000000000000000000000,55.5,90.00,43.85262741021261849954209054,54.02985074626865671641791045,42.733,-0.0448,1.0,640,2,0.3333,0.0012,0,0,0.0,0.3,0.85,oncology,0.6937,highly_crowded,1.0,169,0.06932613183279743,0.410839,-0.2254,33.46,0.690559,0.4974,0.003466,0.0,0.0,0.0,0.0,0.003466,0.0
NUVL,"Nuvalent, Inc.",65,0.86,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.662587,,0,0.496795,1,0.503205,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-16.6;smart_money_score:+16.1;momentum_score:+10.8,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 275209000.0, ""cash_total"": 1371952000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 59.82153199931688, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",early|none|nonpos,0.06932613183279743,,-1.6806,1398,1,0.1763,-1.2721,5,5,buying,0.7701,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,435.14,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.193694,price_history,,5,0.6562,price_history,,-0.04721,,55.3249,0.5143,-0.060149,0.012939,early,mid,none,drug_developer,morningstar,,,,0,0.8090419593538301198540906722,68.65,41.25000000000000000000000000,74.0,50,47.33570951214078859434172421,58.05970149253731343283582089,46.2161,0.1024,1.0,1398,2,0.3333,0.0,0,0,0.0,0.3,0.85,oncology,0.6937,highly_crowded,1.0,190,0.06932613183279743,0.337413,-0.4195,42.01,0.81993,0.9151,0.034186,0.0,0.0,0.0,0.03072,0.003466,0.0
AVIR,"Atea Pharmaceuticals, Inc.",66,0.33,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.407343,,0,0.445513,1,0.554487,,0,no_upcoming,9,tailwind,,M,sponsor_confirmed|momentum_tailwind|runway_short|cost_haircut_>2000bps,financial_score:-32.3;momentum_score:+15.6;clinical_score:+8.8,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 103808000.0, ""cash_total"": 77344000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 8.940813810110974, ""stage_bucket"": ""late"", ""surv_score"": ""-2.0"", ""tier1_count"": 2}",late|none|nonpos,0.09164684828711256,,0.7358,0,1,0.2887,-1.0149,2,2,selling,-0.3932,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.10437,price_history,,2,0.6455,price_history,,-0.185771,,69.3961,0.5268,-0.060149,-0.125622,late,small,sev2,drug_developer,morningstar,,,,0,0.8879600371747211895910780669,56.78,41.25000000000000000000000000,49.0,90.00,50,8.870204081632653061224489796,50.2558,0.2732,3.0,83,16,1.0,1.0804,2,1,0.0,0.4,0.55,infectious_disease,0.6937,highly_crowded,1.0,117,0.09164684828711256,0.592657,0.2344,12.79,0.138112,-1.0888,0.086542,0.0,0.0,0.0,0.08196,0.004582,0.0
TARA,"Protara Therapeutics, Inc.",67,0.42,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.851399,,0,0.387821,1,0.612179,,0,no_upcoming,9,tailwind,,M,momentum_tailwind|cost_haircut_<=2000bps,momentum_score:+30.1;catalyst_score:-19.4;smart_money_score:-6.2,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 39415000.0, ""cash_total"": 132670000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 40.39172903716859, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",mid|none|nonpos,0.06334926923076922,,-0.952,214,1,0.523,-0.4785,1,1,selling,-0.781,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1168.53,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,1.02007,price_history,,1,0.1761,price_history,,-0.276215,,69.1348,,-0.060149,-0.216066,mid,small,none,drug_developer,morningstar,,,,0,0.8194652886991687261289597843,90.77,41.25000000000000000000000000,54.5,68.60,55.55555555555555555555555556,61.19230769230769230769230769,54.786,0.4647,2.0,214,3,0.6667,0.0848,0,0,0.0,0.3,0.95,oncology,-0.4872,uncrowded,1.0,244,0.06334926923076922,0.148601,-1.0425,42.15,0.83042,0.9558,0.142577,0.0,0.0,0.0,0.13941,0.003167,0.0
ANRO,"Alto Neuroscience, Inc.",68,0.42,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.382867,,0,0.471154,1,0.528846,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,smart_money_score:+10.3;catalyst_score:-9.5;clinical_score:-1.5,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 40253000.0, ""cash_total"": 137816000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 41.08493776861352, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",late|none|nonpos,0.09164684828711256,,0.952,0,1,0.2575,-1.0862,2,2,buying,-0.3932,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1346.61,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,2,,,series_too_short,,series_too_short,,0.9516,-0.060149,,late,small,none,drug_developer,morningstar,,,drawdown,1,0.8333573290306565719250341318,50,41.25000000000000000000000000,61.0,61.72,49.26095276804010228793036292,52.05714285714285714285714286,47.7667,0.168,2.0,216,3,0.0,0.1655,0,0,0.0,0.4,0.5,other,0.6937,highly_crowded,1.0,110,0.09164684828711256,0.617133,0.298,30.23,0.631119,0.3348,0.054982,0.0,0.0,0.0,0.0504,0.004582,0.0
DYN,"Dyne Therapeutics, Inc.",69,0.86,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.61014,,0,0.394231,1,0.605769,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,momentum_score:+34.6;financial_score:-31.5;smart_money_score:+20.2,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 291375000.0, ""cash_total"": 573610000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.382986890781424, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 8}",early|none|nonpos,0.06932613183279743,,-1.6635,1976,1,0.4964,-0.5394,8,8,buying,1.9335,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,520.7,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,1.173726,price_history,,8,1.5621,price_history,,-0.046237,,68.2889,0.7655,-0.060149,0.013912,early,mid,sev1,drug_developer,morningstar,,,,0,0.7847121111846459298477829252,94.37,41.25000000000000000000000000,80.0,15.91,54.92537313432835820895522388,28.23638028761664315239721788,53.7811,0.4222,1.0,1976,3,0.0,0.0,0,0,0.0,0.4,0.65,rare_disease,-0.4872,uncrowded,1.0,175,0.06932613183279743,0.38986,-0.2797,28.96,0.617133,0.298,0.130126,0.0,0.0,0.0,0.12666,0.003466,0.0
PTGX,"Protagonist Therapeutics, Inc.",70,1.01,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.533217,,0,0.503205,1,0.496795,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,momentum_score:+19.8;smart_money_score:+16.2;catalyst_score:-14.1,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 567364000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",late|none|nonpos,0.09164684828711256,,0.7324,0,1,0.1342,-1.3684,5,5,buying,0.7701,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,371.54,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.325543,price_history,,5,1.1603,price_history,,-0.097752,,57.9802,0.6429,-0.060149,-0.037603,late,mid,none,drug_developer,morningstar,,,,0,0.8802005504367596027282517650,75.09,41.25000000000000000000000000,71.5,15.33,46.33863401581737201307388779,42.36294896030245746691871456,45.1452,0.0571,3.0,385,9,1.0,0.3847,0,1,0.0,0.4,0.6,autoimmune,0.2213,moderate,1.0,153,0.09164684828711256,0.466783,-0.0834,38.27,0.746503,0.6635,0.021712,0.0,0.0,0.0,0.01713,0.004582,0.0
OABI,"OmniAb, Inc.",71,0.08,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.666084,,0,0.464744,1,0.535256,,0,no_upcoming,9,neutral,,XS,runway_short|cost_haircut_>2000bps,financial_score:-31.0;clinical_score:+13.6;momentum_score:+12.1,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 30781000.0, ""cash_total"": 28537000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.125174620707579, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 0}",early|none|nonpos,0.06932613183279743,,-1.7845,,0,0.2698,-1.058,0,0,neutral,-1.1688,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,>2000bps,2036.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.04965,price_history,,0,0.8495,price_history,,-0.134529,,44.3136,0.5798,-0.060149,-0.07438,early,micro,sev2,drug_developer,morningstar,,,,0,0.7807792808572017308881104471,48.04,41.25000000000000000000000000,,50,49.55285760253459072795227841,5,48.0833,0.1814,0.0,,1,0.0,0.0,0,0,0.0,0.0,0.5,other,-2.6129,uncrowded,1.0,191,0.06932613183279743,0.333916,-0.4291,11.37,0.089161,-1.3459,0.057886,0.0,0.0,0.0,0.05442,0.003466,0.0
ROIV,Roivant Sciences Ltd.,72,0.6,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.840909,,0,0.458333,1,0.541667,,0,no_upcoming,9,headwind,,M,sponsor_confirmed|momentum_headwind,smart_money_score:+23.6;momentum_score:-17.5;catalyst_score:-12.7,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 586531000.0, ""cash_total"": 4529978000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 92.68007317601287, ""stage_bucket"": ""mid"", ""surv_score"": ""4.0"", ""tier1_count"": 5}",mid|none|nonpos,0.06334926923076922,,0.2022,0,1,0.2887,-1.0149,5,5,buying,0.7701,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,227.11,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.103404,price_history,,5,0.8333,price_history,,-0.250189,,36.0831,0.3407,-0.060149,-0.19004,mid,large,none,drug_developer,morningstar,,,,0,0.8416273883976709079145999569,36.43,41.25000000000000000000000000,77.5,50,50,64.38888888888888888888888889,48.5058,0.1992,2.0,,2,0.3333,0.0,0,0,0.0,0.4,0.55,infectious_disease,0.6937,highly_crowded,1.0,241,0.06334926923076922,0.159091,-0.9982,40.01,0.781469,0.7772,0.062927,0.0,0.0,0.0,0.05976,0.003167,0.0
BCAX,Bicara Therapeutics Inc.,73,0.42,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.585664,,0,0.407051,1,0.592949,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,smart_money_score:+16.8;catalyst_score:-13.4;momentum_score:-4.7,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 82948000.0, ""cash_total"": 290167000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 41.9781549886676, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.06932613183279743,,-1.6641,1063,1,0.4398,-0.669,4,4,buying,0.3824,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1066.54,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.6287,-0.060149,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7275480669836675625387636965,50,41.25000000000000000000000000,71.5,50,53.58208955223880597014925373,56.93103448275862068965517241,52.4625,0.3665,1.0,1063,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.6937,highly_crowded,1.0,168,0.06932613183279743,0.414336,-0.2164,39.03,0.76049,0.7079,0.113416,0.0,0.0,0.0,0.10995,0.003466,0.0
