ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
NUVB,Nuvation Bio Inc.,1,0.78,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.888316,,0,0.804348,1,0.195652,131,0,specific_days,9,neutral,high_vol|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|high_risk,clinical_score:-32.5;financial_score:+31.3;smart_money_score:+5.0,tier=A;reason=high_opt+catalyst_mid;cat_days=131;strength=mid;decay_w=0.7,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 143694000.0, ""cash_total"": 549045000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 44.273359540368915, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 6}",late|near_91_180|pos,0.0036783396226415096,,0.6471,0,1,-1.1441,1.0,6,6,selling,1.1353,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,<=1000bps,551.15,0.85,1,0,1.0,0,1.0,0,131,False,specific_days,-0.148224,price_history,,6,0.8313,price_history,,-0.274559,,44.7692,1.2485,-0.012183,-0.262376,late,mid,none,drug_developer,morningstar,,,,0,0.8124562462281231140615570308,46.65,45.56250000000000000000000000,53.0,53.62,15.47776518014613252708490803,79.26530612244897959183673469,15.0515,-1.2139,3.0,292,12,1.0,0.6127,0,1,0.0,0.4,0.95,oncology,0.6892,highly_crowded,1.0,259,0.0036783396226415096,0.111684,-1.2176,17.16,0.310997,-0.493,1.500184,1.5,0.0,0.0,0.0,0.000184,0.0
GLUE,"Monte Rosa Therapeutics, Inc.",77,0.78,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.503436,,0,0.375776,1,0.624224,,0,no_upcoming,9,tailwind,high_vol|high_beta,L,sponsor_confirmed|momentum_tailwind|high_risk,financial_score:-21.0;momentum_score:+18.0;smart_money_score:+13.1,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 208343000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|none|nonpos,0.07515340127388535,,-1.7294,616,1,0.5436,-0.4936,3,3,buying,-0.0239,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,598.18,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.185169,price_history,,3,2.4553,price_history,,-0.251773,,65.3454,1.2054,-0.012183,-0.23959,early,small,none,drug_developer,morningstar,,,,0,0.7225755097590230073056373351,71.48,41.25000000000000000000000000,66.5,31.33,55.53846153846153846153846154,32.44946492271105826397146254,54.3745,0.4498,1.0,616,1,0.0,0.0015,0,0,0.0,0.3,0.85,oncology,0.6892,highly_crowded,1.0,147,0.07515340127388535,0.496564,-0.0086,28.86,0.589347,0.2259,0.138698,0.0,0.0,0.0,0.13494,0.003758,0.0
BBOT,BridgeBio Oncology Therapeutics,78,0.19,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.462199,,0,0.413043,1,0.586957,,0,no_upcoming,9,headwind,,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,financial_score:+18.5;catalyst_score:-16.0;smart_money_score:+14.8,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 71660000.0, ""cash_total"": 468285000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 78.4178063075635, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.07515340127388535,,-1.7372,1073,1,0.4075,-0.7766,4,4,buying,0.3625,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1881.67,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.017707,price_history,,4,-0.0251,price_history,,-0.018868,,59.0245,0.7251,-0.012183,-0.006685,early,small,none,drug_developer,morningstar,,,,0,0.7675171428571428571428571429,44.79,41.25000000000000000000000000,72.0,50,52.30769230769230769230769231,75.75862068965517241379310345,51.1438,0.3131,1.0,1073,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.6892,highly_crowded,1.0,135,0.07515340127388535,0.537801,0.0949,44.34,0.847079,1.024,0.097688,0.0,0.0,0.0,0.09393,0.003758,0.0
IRON,"Disc Medicine, Inc.",79,0.78,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.853952,,0,0.307453,1,0.692547,,0,no_upcoming,9,tailwind,deep_drawdown_rel_xbi,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-21.7;financial_score:+17.1;smart_money_score:+17.1,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 180393000.0, ""cash_total"": 791152000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 52.62856097520414, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",mid|none|nonpos,0.004185874213836478,,0.1681,0,1,0.701,-0.1666,8,8,buying,1.9082,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,463.13,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.323188,price_history,,8,0.7668,price_history,,-0.343999,,63.4838,0.4392,-0.012183,-0.331816,mid,mid,none,drug_developer,morningstar,,,,0,0.8605510645565296595696231356,54.01,41.25000000000000000000000000,80.0,15.85,59.27272727272727272727272727,80.0,59.4071,0.6627,2.0,0,4,1.0,1.0045,1,1,0.0,0.4,0.5,other,-0.4975,uncrowded,1.0,249,0.004185874213836478,0.146048,-1.0535,53.02,0.984536,2.158,0.199019,0.0,0.0,0.0,0.19881,0.000209,0.0
ALMS,Alumis Inc.,80,0.27,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.816151,,0,0.425466,1,0.574534,,0,no_upcoming,9,neutral,high_vol|drawdown_data_missing,S,sponsor_confirmed|runway_short|high_risk,financial_score:-32.5;smart_money_score:+30.2;catalyst_score:-5.6,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 297616000.0, ""cash_total"": 377724000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 15.229987635073384, ""stage_bucket"": ""mid"", ""surv_score"": ""2.0"", ""tier1_count"": 7}",mid|none|nonpos,0.004185874213836478,,0.1492,0,1,0.3792,-0.8354,7,7,buying,1.5218,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=400bps,343.6,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.063268,price_history,,7,0.2388,price_history,,,series_too_short,50.3695,2.1586,-0.012183,,mid,mid,sev2,drug_developer,morningstar,,,drawdown,1,0.7941176470588235294117647059,50,41.25000000000000000000000000,77.0,10.98,51.63636363636363636363636364,14.33777777777777777777777778,50.0472,0.2667,2.0,677,5,1.0,0.0045,0,0,0.0,0.4,0.6,autoimmune,0.6892,highly_crowded,1.0,238,0.004185874213836478,0.183849,-0.9008,14.56,0.197595,-0.8502,0.080219,0.0,0.0,0.0,0.08001,0.000209,0.0
BCAX,Bicara Therapeutics Inc.,81,0.38,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.465636,,0,0.369565,1,0.630435,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,catalyst_score:-16.0;smart_money_score:+14.3;financial_score:+10.6,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 82948000.0, ""cash_total"": 290167000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 41.9781549886676, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.07515340127388535,,-1.7307,860,1,0.5436,-0.4936,4,4,buying,0.3625,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1066.54,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.6287,-0.012183,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7275480669836675625387636965,50,41.25000000000000000000000000,71.5,50,55.53846153846153846153846154,67.79310344827586206896551724,54.3745,0.4498,1.0,860,1,0.0,0.0002,0,0,0.0,0.3,0.85,oncology,0.6892,highly_crowded,1.0,136,0.07515340127388535,0.534364,0.0862,41.83,0.78866,0.8018,0.138698,0.0,0.0,0.0,0.13494,0.003758,0.0
NRIX,"Nurix Therapeutics, Inc.",82,0.78,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.530928,,0,0.332298,1,0.667702,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind|runway_short,financial_score:-41.0;momentum_score:+34.7;clinical_score:+10.2,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 249465000.0, ""cash_total"": 246960000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.879502134567975, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 4}",early|none|nonpos,0.07515340127388535,,-0.4325,0,1,0.6603,-0.2511,4,4,selling,0.3625,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,674.93,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.365013,price_history,,4,1.3883,price_history,,0.0,,63.9524,0.7197,-0.012183,0.012183,early,small,sev2,drug_developer,morningstar,,,,0,0.8269203490893321769297484822,82.75,41.25000000000000000000000000,51.0,30.00,58.30769230769230769230769231,7.098692033293697978596908444,57.1438,0.5669,1.0,465,4,1.0,0.0059,0,0,0.0,0.3,0.85,oncology,0.6892,highly_crowded,1.0,155,0.07515340127388535,0.469072,-0.0776,14.62,0.201031,-0.8379,0.173828,0.0,0.0,0.0,0.17007,0.003758,0.0
DYN,"Dyne Therapeutics, Inc.",83,0.78,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.486254,,0,0.34472,1,0.65528,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,smart_money_score:+21.6;financial_score:-21.2;momentum_score:+18.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 291375000.0, ""cash_total"": 573610000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.382986890781424, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 8}",early|none|nonpos,0.07515340127388535,,-1.7301,1773,1,0.602,-0.3724,8,8,buying,1.9082,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,520.7,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.294369,price_history,,8,1.2528,price_history,,-0.010842,,63.3235,0.7655,-0.012183,0.001341,early,mid,sev1,drug_developer,morningstar,,,,0,0.7847121111846459298477829252,76.67,41.25000000000000000000000000,80.0,18.00,56.92307692307692307692307692,37.25301775147928994082840236,55.6839,0.5052,1.0,1773,3,0.0,0.0,0,0,0.0,0.4,0.65,rare_disease,-0.4975,uncrowded,1.0,142,0.07515340127388535,0.513746,0.0345,31.33,0.620275,0.3062,0.155318,0.0,0.0,0.0,0.15156,0.003758,0.0
ANNX,"Annexon, Inc.",84,0.47,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.005155,,0,0.350932,1,0.649068,,0,no_upcoming,9,neutral,,M,sponsor_confirmed|runway_short,financial_score:-33.4;smart_money_score:+24.6;clinical_score:+9.2,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 140430000.0, ""cash_total"": 139419000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.913608203375347, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 4}",late|none|nonpos,0.09592151334379907,,0.7156,0,1,0.5661,-0.447,4,4,buying,0.3625,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,834.55,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.010779,price_history,,4,1.6312,price_history,,-0.245839,,52.6371,0.9497,-0.012183,-0.233656,late,small,sev2,drug_developer,morningstar,,,,0,0.8265338319504499240387986444,52.17,41.25000000000000000000000000,71.5,70.07,56.07142857142857142857142857,13.50534809532745355601426158,54.8954,0.4718,3.0,799,12,1.0,0.122,1,0,0.0,0.4,0.6,autoimmune,0.6892,highly_crowded,1.0,2,0.09592151334379907,0.994845,2.5653,13.64,0.159794,-0.9953,0.146336,0.0,0.0,0.0,0.14154,0.004796,0.0
PGEN,"Precigen, Inc.",85,0.12,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.118557,,0,0.282609,1,0.717391,,0,no_upcoming,9,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,momentum_headwind|high_risk,financial_score:-21.9;clinical_score:+20.1;smart_money_score:+14.6,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 64371000.0, ""cash_total"": 121135000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 22.581908002050614, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",late|none|nonpos,0.09592151334379907,,0.9472,0,1,0.7767,-0.0091,1,1,buying,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,775.44,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.465732,price_history,,1,2.2125,price_history,,-0.382979,,41.3438,0.8424,-0.012183,-0.370796,late,small,sev1,drug_developer,morningstar,,,,0,0.8246065162907268170426065163,27.88,41.25000000000000000000000000,55.5,45.72,61.07142857142857142857142857,19.02816872041867350555659807,60.1822,0.6955,2.0,1255,8,1.0,0.1122,0,0,0.0,0.4,0.95,oncology,0.6892,highly_crowded,1.0,35,0.09592151334379907,0.881443,1.1822,22.41,0.475945,-0.0603,0.213446,0.0,0.0,0.0,0.20865,0.004796,0.0
CCCC,"C4 Therapeutics, Inc.",86,0.1,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.713058,,0,0.270186,1,0.729814,,0,no_upcoming,9,neutral,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,sponsor_confirmed|runway_short|high_risk|cost_haircut_<=2000bps,financial_score:-32.5;smart_money_score:+20.3;clinical_score:+15.4,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 98694000.0, ""cash_total"": 74603000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 9.070824974162564, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 3}",early|none|pos,0.016975477124183007,,-0.4248,0,1,0.7964,0.0319,3,3,buying,-0.0239,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1461.59,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.035907,price_history,,3,2.2652,price_history,,-0.396364,,59.7162,0.7106,-0.012183,-0.384181,early,micro,sev2,drug_developer,morningstar,,,,0,0.7251216389244558258642765685,47.82,41.25000000000000000000000000,66.5,66.00,61.53846153846153846153846154,13.64980933596318211702827088,60.3745,0.7036,1.0,439,3,0.6667,0.0105,0,0,0.0,0.3,0.85,oncology,0.6892,highly_crowded,1.0,208,0.016975477124183007,0.286942,-0.5623,15.30,0.231959,-0.7324,0.211929,0.0,0.0,0.0,0.21108,0.000849,0.0
TNGX,"Tango Therapeutics, Inc.",87,0.78,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.579038,,0,0.301242,1,0.698758,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,financial_score:-42.2;smart_money_score:+24.5;momentum_score:+21.6,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 109168000.0, ""cash_total"": 152811000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.79733987981826, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 5}",early|none|nonpos,0.07515340127388535,,-0.4285,0,1,0.7186,-0.1298,5,5,buying,0.7489,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,564.69,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.558559,price_history,,5,0.961,price_history,,-0.101708,,68.4633,0.8943,-0.012183,-0.089525,early,small,sev1,drug_developer,morningstar,,,,0,0.7737365503749592435604825562,74.03,41.25000000000000000000000000,77.0,34.00,59.69230769230769230769230769,10.28431761130928788479323556,58.5284,0.6255,1.0,465,5,1.0,0.0107,0,0,0.0,0.3,0.85,oncology,0.6892,highly_crowded,1.0,169,0.07515340127388535,0.420962,-0.1994,23.29,0.489691,-0.0258,0.191408,0.0,0.0,0.0,0.18765,0.003758,0.0
UPB,"Upstream Bio, Inc.",88,0.38,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.878007,,0,0.338509,1,0.661491,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,catalyst_score:-17.8;financial_score:+16.4;smart_money_score:+12.4,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 102644000.0, ""cash_total"": 372427000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.540041307821205, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",mid|none|nonpos,0.004185874213836478,,-1.0902,318,1,0.609,-0.3577,4,4,buying,0.3625,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1072.05,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.6702,-0.012183,,mid,small,none,drug_developer,morningstar,,,drawdown,1,0.8263518601273600715003910178,50,41.25000000000000000000000000,71.5,47.56,57.09090909090909090909090909,75.44000000000000000000000000,55.5695,0.5003,2.0,318,2,0.3333,0.089,0,0,0.0,0.4,0.5,respiratory,0.2145,moderate,1.0,256,0.004185874213836478,0.121993,-1.1651,46.43,0.871134,1.1318,0.150299,0.0,0.0,0.0,0.15009,0.000209,0.0
JANX,"Janux Therapeutics, Inc.",89,0.23,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.510309,,0,0.28882,1,0.71118,,0,no_upcoming,9,headwind,high_vol|deep_drawdown_rel_xbi,S,sponsor_confirmed|momentum_headwind|high_risk,financial_score:+22.7;catalyst_score:-16.1;momentum_score:-14.6,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 53693000.0, ""cash_total"": 988993000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 221.0328348201814, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 7}",early|none|nonpos,0.07515340127388535,,-1.7172,496,1,0.7575,-0.049,7,7,selling,1.5218,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,600.15,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.244956,price_history,,7,1.2956,price_history,,-0.291139,,62.6386,1.2694,-0.012183,-0.278956,early,small,none,drug_developer,morningstar,,,,0,0.7309516412964688826757792275,42.72,41.25000000000000000000000000,62.0,50,60.61538461538461538461538461,80.0,59.4514,0.6646,1.0,496,2,0.3333,0.004,0,0,0.0,0.3,0.85,oncology,0.6892,highly_crowded,1.0,149,0.07515340127388535,0.489691,-0.0258,43.44,0.82646,0.9403,0.203138,0.0,0.0,0.0,0.19938,0.003758,0.0
RAPP,"Rapport Therapeutics, Inc.",90,0.78,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.860825,,0,0.295031,1,0.704969,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,financial_score:+20.7;catalyst_score:-18.1;momentum_score:-9.3,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 62772000.0, ""cash_total"": 513026000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 98.07417319824125, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",mid|none|nonpos,0.004185874213836478,,-1.1109,399,1,0.7469,-0.071,5,5,neutral,0.7489,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,987.83,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.112286,price_history,,5,1.6447,price_history,,,series_too_short,53.7578,0.613,-0.012183,,mid,small,none,drug_developer,morningstar,,,drawdown,1,0.7381399496433067561896768779,50,41.25000000000000000000000000,65.0,50,60.36363636363636363636363636,80.0,58.8497,0.6391,2.0,399,1,0.0,0.036,0,0,0.0,0.3,0.6,cns,-0.4975,uncrowded,1.0,251,0.004185874213836478,0.139175,-1.084,39.22,0.74055,0.645,0.191939,0.0,0.0,0.0,0.19173,0.000209,0.0
RYTM,"Rhythm Pharmaceuticals, Inc.",91,0.92,C,mod_quality+no_catalyst_data,,,C,0.420962,0.657692,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-21.8;clinical_score:+14.0;smart_money_score:+14.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 90286000.0, ""cash_total"": 416052000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 54.55942228030924, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 9}",late|none|pos,0.07958971428571429,53.777041,0.9917,0,1,1.3743,1.4976,9,9,buying,2.2946,elite_9,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,378.27,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.077843,price_history,,9,1.388,price_history,,-0.144183,,50.9191,0.4754,-0.012183,-0.132,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,55.38,41.25000000000000000000000000,77.0,39.14,77.000,64.44897959183673469387755102,77.1608,1.4138,3.0,38,21,1.0,2.1372,2,3,0.0,0.4,0.55,metabolic,0.6892,highly_crowded,1.0,123,0.07958971428571429,0.579038,0.1994,51.08,0.963918,1.7981,2.674519,2.2464,0.0,0.0,0.42414,0.003979,0.0
ALKS,Alkermes plc,92,0.78,C,mod_quality+no_catalyst_data,,,C,0.283505,0.842308,1,,0,,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,clinical_score:+18.0;catalyst_score:-17.8;momentum_score:-9.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 388570000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 6}",late|none|pos,0.07958971428571429,66.219153,0.9917,0,1,1.0763,1.2416,6,6,buying,1.1353,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,422.31,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.138851,price_history,,6,0.3784,price_history,,-0.141585,,61.5041,0.3674,-0.012183,-0.129402,late,mid,none,commercial_pharma,morningstar,,,,0,0.9,49.76,41.25000000000000000000000000,68.0,84.67,77.000,59.18367346938775510204081633,76.1861,1.3726,3.0,300,53,1.0,0.1121,0,0,0.0,0.5,0.5,respiratory,-0.4975,uncrowded,1.0,83,0.07958971428571429,0.716495,0.5725,52.38,0.974227,1.9469,2.278159,1.8624,0.0,0.0,0.41178,0.003979,0.0
